user_id,group,month,active,churn,monthly_revenue,converted,upgraded,downgraded
user_90,Standard,1,1,0,17.99,1,0,0
user_91,Standard,1,1,0,17.99,0,0,0
user_92,Standard,1,1,0,17.99,1,0,0
user_93,Standard,1,1,0,17.99,0,0,0
user_94,Standard,1,1,0,17.99,1,0,0
user_95,Standard,1,1,0,17.99,1,0,0
user_96,Standard,1,1,0,17.99,0,0,0
user_97,Standard,1,1,0,17.99,1,0,0
user_98,Standard,1,1,0,17.99,0,0,0
user_99,Standard,1,1,0,17.99,0,0,0
user_100,Standard,1,1,0,17.99,1,0,0
user_101,Standard,1,1,0,17.99,1,0,0
user_102,Standard,1,1,0,17.99,1,0,0
user_103,Standard,1,1,0,17.99,1,0,0
user_104,Standard,1,1,0,17.99,1,0,0
user_105,Standard,1,1,0,17.99,1,0,0
user_106,Standard,1,1,0,17.99,0,0,0
user_107,Standard,1,1,0,17.99,0,0,0
user_108,Standard,1,1,0,17.99,1,0,0
user_109,Standard,1,1,0,17.99,1,0,0
user_110,Standard,1,1,0,17.99,0,0,0
user_111,Standard,1,1,0,17.99,1,0,0
user_112,Standard,1,1,0,17.99,1,0,0
user_113,Standard,1,1,0,17.99,0,0,0
user_114,Standard,1,1,0,17.99,0,0,0
user_115,Standard,1,1,0,17.99,0,0,0
user_116,Standard,1,1,0,17.99,1,0,0
user_117,Standard,1,1,0,17.99,1,0,0
user_118,Standard,1,1,0,17.99,1,0,0
user_119,Standard,1,1,0,17.99,1,0,0
user_120,Standard,1,1,0,17.99,0,0,1
user_121,Standard,1,1,0,17.99,0,0,0
user_122,Standard,1,1,0,17.99,1,0,0
user_123,Standard,1,1,0,17.99,1,0,1
user_124,Standard,1,1,0,17.99,0,0,0
user_125,Standard,1,1,0,17.99,1,0,0
user_126,Standard,1,1,0,17.99,0,0,0
user_127,Standard,1,1,0,17.99,1,0,0
user_128,Standard,1,1,0,17.99,0,0,0
user_129,Standard,1,1,0,17.99,1,0,0
user_130,Standard,1,1,0,17.99,1,0,1
user_131,Standard,1,1,0,17.99,1,0,0
user_132,Standard,1,1,0,17.99,0,0,0
user_133,Standard,1,1,0,17.99,0,0,0
user_134,Standard,1,1,0,17.99,1,0,0
user_135,Standard,1,1,0,17.99,0,0,0
user_136,Standard,1,1,0,17.99,0,0,0
user_137,Standard,1,1,0,17.99,1,0,0
user_138,Standard,1,1,0,17.99,0,0,0
user_139,Standard,1,1,0,17.99,0,0,0
user_140,Standard,1,1,0,17.99,0,0,0
user_141,Standard,1,1,0,17.99,1,0,0
user_142,Standard,1,1,0,17.99,1,0,0
user_143,Standard,1,1,0,17.99,1,0,0
user_144,Standard,1,1,0,17.99,1,0,0
user_145,Standard,1,1,0,17.99,1,0,0
user_146,Standard,1,1,0,17.99,0,0,0
user_147,Standard,1,1,0,17.99,1,0,0
user_148,Standard,1,1,0,17.99,0,0,0
user_149,Standard,1,1,0,17.99,1,0,0
user_150,Standard,1,1,0,17.99,1,0,0
user_151,Standard,1,1,0,17.99,1,0,0
user_152,Standard,1,1,0,17.99,0,0,1
user_153,Standard,1,1,0,17.99,1,0,0
user_154,Standard,1,1,0,17.99,0,0,0
user_155,Standard,1,1,0,17.99,1,0,0
user_156,Standard,1,1,0,17.99,1,0,1
user_157,Standard,1,1,0,17.99,0,0,0
user_158,Standard,1,1,0,17.99,1,0,0
user_159,Standard,1,1,0,17.99,1,0,0
user_160,Standard,1,1,0,17.99,1,0,0
user_161,Standard,1,1,0,17.99,0,0,0
user_162,Standard,1,1,0,17.99,0,0,0
user_163,Standard,1,1,0,17.99,1,0,0
user_164,Standard,1,1,0,17.99,1,0,0
user_165,Standard,1,1,0,17.99,1,0,0
user_166,Standard,1,1,0,17.99,1,0,0
user_167,Standard,1,1,0,17.99,1,0,0
user_168,Standard,1,1,0,17.99,0,0,0
user_169,Standard,1,1,0,17.99,1,0,0
user_170,Standard,1,1,0,17.99,1,0,0
user_171,Standard,1,1,0,17.99,1,0,0
user_172,Standard,1,1,0,17.99,1,0,0
user_173,Standard,1,1,0,17.99,1,0,0
user_174,Standard,1,1,0,17.99,1,0,0
user_175,Standard,1,1,0,17.99,1,0,0
user_176,Standard,1,1,0,17.99,0,0,0
user_177,Standard,1,1,0,17.99,1,0,0
user_178,Standard,1,1,0,17.99,1,0,0
user_179,Standard,1,1,0,17.99,0,0,0
user_180,Standard,1,1,0,17.99,1,0,0
user_181,Standard,1,1,0,17.99,1,0,0
user_182,Standard,1,1,0,17.99,0,0,0
user_183,Standard,1,1,0,17.99,0,0,0
user_184,Standard,1,1,0,17.99,1,0,0
user_185,Standard,1,1,0,17.99,1,0,0
user_186,Standard,1,1,0,17.99,1,0,0
user_187,Standard,1,1,0,17.99,1,0,0
user_188,Standard,1,1,0,17.99,0,0,0
user_189,Standard,1,1,0,17.99,0,0,0
user_190,Standard,1,1,0,17.99,1,0,0
user_191,Standard,1,1,0,17.99,1,0,0
user_192,Standard,1,1,0,17.99,0,0,0
user_193,Standard,1,1,0,17.99,1,0,0
user_194,Standard,1,1,0,17.99,0,0,0
user_195,Standard,1,1,0,17.99,0,0,0
user_196,Standard,1,1,0,17.99,1,0,0
user_197,Standard,1,1,0,17.99,1,0,0
user_198,Standard,1,1,0,17.99,0,0,0
user_199,Standard,1,1,0,17.99,0,0,0
user_200,Standard,1,1,0,17.99,1,0,0
user_201,Standard,1,1,0,17.99,1,0,0
user_202,Standard,1,1,0,17.99,1,0,0
user_203,Standard,1,1,0,17.99,1,0,0
user_204,Standard,1,1,0,17.99,0,0,0
user_205,Standard,1,1,0,17.99,1,0,1
user_206,Standard,1,1,0,17.99,0,0,0
user_207,Standard,1,1,0,17.99,1,0,0
user_208,Standard,1,1,0,17.99,1,0,0
user_209,Standard,1,1,0,17.99,0,0,0
user_210,Standard,1,1,0,17.99,0,0,0
user_211,Standard,1,1,0,17.99,1,0,0
user_212,Standard,1,1,0,17.99,1,0,0
user_213,Standard,1,1,0,17.99,1,0,0
user_214,Standard,1,1,0,17.99,1,0,0
user_215,Standard,1,1,0,17.99,1,0,0
user_216,Standard,1,1,0,17.99,1,0,0
user_217,Standard,1,1,0,17.99,1,0,0
user_218,Standard,1,1,0,17.99,1,0,0
user_219,Standard,1,1,0,17.99,0,0,0
user_220,Standard,1,1,0,17.99,1,0,1
user_221,Standard,1,1,0,17.99,1,0,0
user_222,Standard,1,1,0,17.99,0,0,0
user_223,Standard,1,1,0,17.99,0,0,0
user_224,Standard,1,1,0,17.99,1,0,0
user_225,Standard,1,1,0,17.99,0,0,0
user_226,Standard,1,1,0,17.99,1,0,0
user_227,Standard,1,1,0,17.99,1,0,0
user_228,Standard,1,1,0,17.99,1,0,0
user_229,Standard,1,1,0,17.99,1,0,0
user_230,Standard,1,1,0,17.99,1,0,0
user_231,Standard,1,1,0,17.99,0,0,0
user_232,Standard,1,1,0,17.99,0,0,0
user_233,Standard,1,1,0,17.99,1,0,0
user_234,Standard,1,1,0,17.99,1,0,1
user_235,Standard,1,1,0,17.99,1,0,1
user_236,Standard,1,1,0,17.99,1,0,0
user_237,Standard,1,1,0,17.99,1,0,1
user_238,Standard,1,1,0,17.99,1,0,0
user_239,Standard,1,1,0,17.99,0,0,0
user_240,Standard,1,1,0,17.99,1,0,0
user_241,Standard,1,1,0,17.99,1,0,0
user_242,Standard,1,1,0,17.99,1,0,0
user_243,Standard,1,1,0,17.99,1,0,0
user_244,Standard,1,1,0,17.99,0,0,0
user_245,Standard,1,1,0,17.99,1,0,0
user_246,Standard,1,1,0,17.99,1,0,0
user_247,Standard,1,1,0,17.99,1,0,0
user_248,Standard,1,1,0,17.99,1,0,0
user_249,Standard,1,1,0,17.99,0,0,1
user_250,Standard,1,1,0,17.99,0,0,0
user_251,Standard,1,1,0,17.99,1,0,0
user_252,Standard,1,1,0,17.99,0,0,0
user_253,Standard,1,1,0,17.99,0,0,0
user_254,Standard,1,1,0,17.99,0,0,0
user_255,Standard,1,1,0,17.99,1,0,0
user_256,Standard,1,1,0,17.99,0,0,0
user_257,Standard,1,1,0,17.99,1,0,0
user_258,Standard,1,1,0,17.99,1,0,0
user_259,Standard,1,1,0,17.99,0,0,0
user_260,Standard,1,1,0,17.99,1,0,0
user_261,Standard,1,1,0,17.99,0,0,0
user_262,Standard,1,1,0,17.99,0,0,0
user_263,Standard,1,1,0,17.99,1,0,0
user_264,Standard,1,1,0,17.99,1,0,0
user_265,Standard,1,1,0,17.99,0,0,1
user_266,Standard,1,1,0,17.99,0,0,0
user_267,Standard,1,1,0,17.99,0,0,0
user_268,Standard,1,1,0,17.99,0,0,0
user_269,Standard,1,1,0,17.99,1,0,0
user_270,Standard,1,1,0,17.99,0,0,0
user_271,Standard,1,1,0,17.99,1,0,0
user_272,Standard,1,1,0,17.99,1,0,0
user_273,Standard,1,1,0,17.99,1,0,0
user_274,Standard,1,1,0,17.99,1,0,0
user_275,Standard,1,1,0,17.99,1,0,0
user_276,Standard,1,1,0,17.99,1,0,0
user_277,Standard,1,1,0,17.99,0,0,0
user_278,Standard,1,1,0,17.99,1,0,0
user_279,Standard,1,1,0,17.99,0,0,0
user_280,Standard,1,1,0,17.99,0,0,0
user_281,Standard,1,1,0,17.99,1,0,0
user_282,Standard,1,1,0,17.99,1,0,0
user_283,Standard,1,1,0,17.99,1,0,0
user_284,Standard,1,1,0,17.99,0,0,0
user_285,Standard,1,1,0,17.99,1,0,0
user_286,Standard,1,1,0,17.99,1,0,0
user_287,Standard,1,1,0,17.99,0,0,0
user_288,Standard,1,1,0,17.99,1,0,0
user_289,Standard,1,1,0,17.99,1,0,0
user_290,Standard,1,1,0,17.99,1,0,1
user_291,Standard,1,1,0,17.99,1,0,0
user_292,Standard,1,1,0,17.99,1,0,0
user_293,Standard,1,1,0,17.99,1,0,0
user_294,Standard,1,1,0,17.99,1,0,0
user_295,Standard,1,1,0,17.99,1,0,0
user_296,Standard,1,1,0,17.99,1,0,0
user_297,Standard,1,1,0,17.99,0,0,0
user_298,Standard,1,1,0,17.99,0,0,0
user_299,Standard,1,1,0,17.99,1,0,0
user_300,Standard,1,1,0,17.99,1,0,0
user_301,Standard,1,1,0,17.99,1,0,0
user_302,Standard,1,1,0,17.99,1,0,0
user_303,Standard,1,1,0,17.99,1,0,0
user_304,Standard,1,1,0,17.99,1,0,0
user_305,Standard,1,1,0,17.99,1,0,0
user_306,Standard,1,1,0,17.99,1,0,0
user_307,Standard,1,1,0,17.99,0,0,0
user_308,Standard,1,1,0,17.99,1,0,0
user_309,Standard,1,1,0,17.99,0,0,0
user_310,Standard,1,1,0,17.99,1,0,0
user_311,Standard,1,1,0,17.99,1,0,0
user_312,Standard,1,1,0,17.99,1,0,0
user_313,Standard,1,1,0,17.99,1,0,0
user_314,Standard,1,1,0,17.99,1,0,0
user_315,Standard,1,1,0,17.99,0,0,0
user_316,Standard,1,1,0,17.99,1,0,0
user_317,Standard,1,1,0,17.99,1,0,0
user_318,Standard,1,1,0,17.99,1,0,0
user_319,Standard,1,1,0,17.99,1,0,0
user_320,Standard,1,1,0,17.99,1,0,0
user_321,Standard,1,1,0,17.99,1,0,0
user_322,Standard,1,1,0,17.99,1,0,0
user_323,Standard,1,1,0,17.99,1,0,0
user_324,Standard,1,1,0,17.99,0,0,0
user_325,Standard,1,1,0,17.99,1,0,0
user_326,Standard,1,1,0,17.99,1,0,0
user_327,Standard,1,1,0,17.99,1,0,0
user_328,Standard,1,1,0,17.99,1,0,0
user_329,Standard,1,1,0,17.99,1,0,0
user_330,Standard,1,1,0,17.99,1,0,1
user_331,Standard,1,1,0,17.99,1,0,0
user_332,Standard,1,1,0,17.99,1,0,0
user_333,Standard,1,1,0,17.99,1,0,0
user_334,Standard,1,1,0,17.99,1,0,0
user_335,Standard,1,1,0,17.99,1,0,0
user_336,Standard,1,1,0,17.99,1,0,0
user_337,Standard,1,1,0,17.99,1,0,1
user_338,Standard,1,1,0,17.99,1,0,0
user_339,Standard,1,1,0,17.99,0,0,0
user_340,Standard,1,1,0,17.99,0,0,0
user_341,Standard,1,1,0,17.99,1,0,0
user_342,Standard,1,1,0,17.99,0,0,0
user_343,Standard,1,1,0,17.99,1,0,0
user_344,Standard,1,1,0,17.99,0,0,0
user_345,Standard,1,1,0,17.99,1,0,0
user_346,Standard,1,1,0,17.99,1,0,0
user_347,Standard,1,1,0,17.99,1,0,0
user_348,Standard,1,1,0,17.99,1,0,0
user_349,Standard,1,1,0,17.99,1,0,0
user_350,Standard,1,1,0,17.99,1,0,0
user_351,Standard,1,1,0,17.99,1,0,0
user_352,Standard,1,1,0,17.99,1,0,1
user_353,Standard,1,1,0,17.99,1,0,0
user_354,Standard,1,1,0,17.99,1,0,0
user_355,Standard,1,1,0,17.99,0,0,0
user_356,Standard,1,1,0,17.99,1,0,0
user_357,Standard,1,1,0,17.99,1,0,0
user_358,Standard,1,1,0,17.99,0,0,1
user_359,Standard,1,1,0,17.99,1,0,0
user_360,Standard,1,1,0,17.99,0,0,0
user_361,Standard,1,1,0,17.99,1,0,0
user_362,Standard,1,1,0,17.99,1,0,0
user_363,Standard,1,1,0,17.99,1,0,0
user_364,Standard,1,1,0,17.99,1,0,0
user_365,Standard,1,1,0,17.99,1,0,0
user_366,Standard,1,1,0,17.99,0,0,0
user_367,Standard,1,1,0,17.99,1,0,0
user_368,Standard,1,1,0,17.99,1,0,0
user_369,Standard,1,1,0,17.99,1,0,0
user_370,Standard,1,1,0,17.99,1,0,0
user_371,Standard,1,1,0,17.99,0,0,0
user_372,Standard,1,1,0,17.99,1,0,0
user_373,Standard,1,1,0,17.99,1,0,0
user_374,Standard,1,1,0,17.99,0,0,0
user_375,Standard,1,1,0,17.99,1,0,0
user_376,Standard,1,1,0,17.99,1,0,0
user_377,Standard,1,1,0,17.99,1,0,0
user_378,Standard,1,1,0,17.99,1,0,0
user_379,Standard,1,1,0,17.99,0,0,0
user_380,Standard,1,1,0,17.99,1,0,0
user_381,Standard,1,1,0,17.99,1,0,0
user_382,Standard,1,1,0,17.99,1,0,0
user_383,Standard,1,1,0,17.99,0,0,0
user_384,Standard,1,1,0,17.99,1,0,0
user_385,Standard,1,1,0,17.99,1,0,0
user_386,Standard,1,1,0,17.99,1,0,0
user_387,Standard,1,1,0,17.99,0,0,0
user_388,Standard,1,1,0,17.99,1,0,0
user_389,Standard,1,1,0,17.99,0,0,0
user_390,Standard,1,1,0,17.99,0,0,0
user_391,Standard,1,1,0,17.99,1,0,0
user_392,Standard,1,1,0,17.99,1,0,0
user_393,Standard,1,1,0,17.99,1,0,0
user_394,Standard,1,1,0,17.99,1,0,0
user_395,Standard,1,1,0,17.99,1,0,0
user_396,Standard,1,1,0,17.99,1,0,0
user_397,Standard,1,1,0,17.99,1,0,0
user_398,Standard,1,1,0,17.99,0,0,0
user_399,Standard,1,1,0,17.99,0,0,0
user_400,Standard,1,1,0,17.99,0,0,0
user_401,Standard,1,1,0,17.99,1,0,0
user_402,Standard,1,1,0,17.99,1,0,0
user_403,Standard,1,1,0,17.99,0,0,0
user_404,Standard,1,1,0,17.99,1,0,0
user_405,Standard,1,1,0,17.99,0,0,0
user_406,Standard,1,1,0,17.99,1,0,0
user_407,Standard,1,1,0,17.99,0,0,0
user_408,Standard,1,1,0,17.99,1,0,0
user_409,Standard,1,1,0,17.99,1,0,0
user_410,Standard,1,1,0,17.99,0,0,0
user_411,Standard,1,1,0,17.99,1,0,0
user_412,Standard,1,1,0,17.99,1,0,0
user_413,Standard,1,1,0,17.99,1,0,0
user_414,Standard,1,1,0,17.99,0,0,0
user_415,Standard,1,1,0,17.99,1,0,0
user_416,Standard,1,1,0,17.99,1,0,0
user_417,Standard,1,1,0,17.99,1,0,0
user_418,Standard,1,1,0,17.99,0,0,0
user_419,Standard,1,1,0,17.99,1,0,0
user_420,Standard,1,1,0,17.99,1,0,0
user_421,Standard,1,1,0,17.99,1,0,1
user_422,Standard,1,1,0,17.99,1,0,0
user_423,Standard,1,1,0,17.99,1,0,1
user_424,Standard,1,1,0,17.99,1,0,0
user_425,Standard,1,1,0,17.99,1,0,0
user_426,Standard,1,1,0,17.99,1,0,0
user_427,Standard,1,1,0,17.99,1,0,0
user_428,Standard,1,1,0,17.99,1,0,0
user_429,Standard,1,1,0,17.99,1,0,0
user_430,Standard,1,1,0,17.99,0,0,0
user_431,Standard,1,1,0,17.99,1,0,0
user_432,Standard,1,1,0,17.99,1,0,0
user_433,Standard,1,1,0,17.99,1,0,0
user_434,Standard,1,1,0,17.99,0,0,0
user_435,Standard,1,1,0,17.99,1,0,0
user_436,Standard,1,1,0,17.99,1,0,0
user_437,Standard,1,1,0,17.99,1,0,0
user_438,Standard,1,1,0,17.99,0,0,0
user_439,Standard,1,1,0,17.99,1,0,0
user_440,Standard,1,1,0,17.99,1,0,0
user_441,Standard,1,1,0,17.99,1,0,0
user_442,Standard,1,1,0,17.99,0,0,0
user_443,Standard,1,1,0,17.99,0,0,0
user_444,Standard,1,1,0,17.99,1,0,0
user_445,Standard,1,1,0,17.99,0,0,0
user_446,Standard,1,1,0,17.99,0,0,0
user_447,Standard,1,1,0,17.99,0,0,0
user_448,Standard,1,1,0,17.99,1,0,0
user_449,Standard,1,1,0,17.99,1,0,0
user_450,Standard,1,1,0,17.99,1,0,0
user_451,Standard,1,1,0,17.99,1,0,0
user_452,Standard,1,1,0,17.99,1,0,0
user_453,Standard,1,1,0,17.99,0,0,0
user_454,Standard,1,1,0,17.99,1,0,0
user_455,Standard,1,1,0,17.99,1,0,0
user_456,Standard,1,1,0,17.99,1,0,0
user_457,Standard,1,1,0,17.99,1,0,0
user_458,Standard,1,1,0,17.99,1,0,0
user_459,Standard,1,1,0,17.99,0,0,0
user_460,Standard,1,1,0,17.99,0,0,0
user_461,Standard,1,1,0,17.99,0,0,0
user_462,Standard,1,1,0,17.99,1,0,0
user_463,Standard,1,1,0,17.99,1,0,0
user_464,Standard,1,1,0,17.99,1,0,0
user_465,Standard,1,1,0,17.99,1,0,0
user_466,Standard,1,1,0,17.99,0,0,0
user_467,Standard,1,1,0,17.99,1,0,0
user_468,Standard,1,1,0,17.99,1,0,0
user_469,Standard,1,1,0,17.99,1,0,0
user_470,Standard,1,1,0,17.99,1,0,0
user_471,Standard,1,1,0,17.99,0,0,0
user_472,Standard,1,1,0,17.99,1,0,0
user_473,Standard,1,1,0,17.99,1,0,0
user_474,Standard,1,1,0,17.99,0,0,0
user_475,Standard,1,1,0,17.99,1,0,0
user_476,Standard,1,1,0,17.99,1,0,0
user_477,Standard,1,1,0,17.99,1,0,0
user_478,Standard,1,1,0,17.99,1,0,0
user_479,Standard,1,1,0,17.99,1,0,0
user_480,Standard,1,1,0,17.99,1,0,0
user_481,Standard,1,1,0,17.99,1,0,0
user_482,Standard,1,1,0,17.99,1,0,0
user_483,Standard,1,1,0,17.99,0,0,0
user_484,Standard,1,1,0,17.99,1,0,0
user_485,Standard,1,1,0,17.99,0,0,0
user_486,Standard,1,1,0,17.99,0,0,0
user_487,Standard,1,1,0,17.99,1,0,0
user_488,Standard,1,1,0,17.99,1,0,0
user_489,Standard,1,1,0,17.99,1,0,0
user_490,Standard,1,1,0,17.99,1,0,0
user_491,Standard,1,1,0,17.99,1,0,0
user_492,Standard,1,1,0,17.99,0,0,0
user_493,Standard,1,1,0,17.99,0,0,0
user_494,Standard,1,1,0,17.99,1,0,0
user_495,Standard,1,1,0,17.99,0,0,0
user_496,Standard,1,1,0,17.99,1,0,0
user_497,Standard,1,1,0,17.99,1,0,0
user_498,Standard,1,1,0,17.99,0,0,0
user_499,Standard,1,1,0,17.99,0,0,0
user_500,Standard,1,1,0,17.99,1,0,0
user_501,Standard,1,1,0,17.99,0,0,0
user_502,Standard,1,1,0,17.99,0,0,0
user_503,Standard,1,1,0,17.99,0,0,0
user_504,Standard,1,1,0,17.99,1,0,0
user_505,Standard,1,1,0,17.99,1,0,1
user_506,Standard,1,1,0,17.99,0,0,0
user_507,Standard,1,1,0,17.99,0,0,0
user_508,Standard,1,1,0,17.99,1,0,0
user_509,Standard,1,1,0,17.99,0,0,0
user_510,Standard,1,1,0,17.99,0,0,0
user_511,Standard,1,1,0,17.99,0,0,1
user_512,Standard,1,1,0,17.99,0,0,0
user_513,Standard,1,1,0,17.99,0,0,0
user_514,Standard,1,1,0,17.99,1,0,0
user_515,Standard,1,1,0,17.99,1,0,0
user_516,Standard,1,1,0,17.99,1,0,0
user_517,Standard,1,1,0,17.99,1,0,0
user_518,Standard,1,1,0,17.99,1,0,0
user_519,Standard,1,1,0,17.99,1,0,0
user_520,Standard,1,1,0,17.99,1,0,0
user_521,Standard,1,1,0,17.99,1,0,0
user_522,Standard,1,1,0,17.99,0,0,0
user_523,Standard,1,1,0,17.99,1,0,0
user_524,Standard,1,1,0,17.99,0,0,0
user_525,Standard,1,1,0,17.99,0,0,0
user_526,Standard,1,1,0,17.99,0,0,0
user_527,Standard,1,1,0,17.99,0,0,0
user_528,Standard,1,1,0,17.99,0,0,0
user_529,Standard,1,1,0,17.99,1,0,0
user_530,Standard,1,1,0,17.99,0,0,1
user_531,Standard,1,1,0,17.99,0,0,0
user_532,Standard,1,1,0,17.99,1,0,0
user_533,Standard,1,1,0,17.99,1,0,0
user_534,Standard,1,1,0,17.99,1,0,0
user_535,Standard,1,1,0,17.99,1,0,0
user_536,Standard,1,1,0,17.99,1,0,0
user_537,Standard,1,1,0,17.99,0,0,0
user_538,Standard,1,1,0,17.99,1,0,0
user_539,Standard,1,1,0,17.99,1,0,0
user_540,Standard,1,1,0,17.99,0,0,0
user_541,Standard,1,1,0,17.99,1,0,0
user_542,Standard,1,1,0,17.99,0,0,0
user_543,Standard,1,1,0,17.99,1,0,0
user_544,Standard,1,1,0,17.99,0,0,0
user_545,Standard,1,1,0,17.99,0,0,0
user_546,Standard,1,1,0,17.99,1,0,0
user_547,Standard,1,1,0,17.99,1,0,0
user_548,Standard,1,1,0,17.99,1,0,0
user_549,Standard,1,1,0,17.99,0,0,0
user_550,Standard,1,1,0,17.99,1,0,1
user_551,Standard,1,1,0,17.99,0,0,0
user_552,Standard,1,1,0,17.99,0,0,0
user_553,Standard,1,1,0,17.99,1,0,0
user_554,Standard,1,1,0,17.99,0,0,0
user_555,Standard,1,1,0,17.99,0,0,0
user_556,Standard,1,1,0,17.99,1,0,0
user_557,Standard,1,1,0,17.99,1,0,0
user_558,Standard,1,1,0,17.99,1,0,0
user_559,Standard,1,1,0,17.99,1,0,0
user_560,Standard,1,1,0,17.99,0,0,1
user_561,Standard,1,1,0,17.99,0,0,0
user_562,Standard,1,1,0,17.99,0,0,0
user_563,Standard,1,1,0,17.99,1,0,0
user_564,Standard,1,1,0,17.99,1,0,0
user_565,Standard,1,1,0,17.99,0,0,0
user_566,Standard,1,1,0,17.99,1,0,0
user_567,Standard,1,1,0,17.99,0,0,0
user_568,Standard,1,1,0,17.99,0,0,0
user_569,Standard,1,1,0,17.99,1,0,0
user_570,Standard,1,1,0,17.99,0,0,0
user_571,Standard,1,1,0,17.99,0,0,0
user_572,Standard,1,1,0,17.99,1,0,0
user_573,Standard,1,1,0,17.99,0,0,0
user_574,Standard,1,1,0,17.99,0,0,0
user_575,Standard,1,1,0,17.99,0,0,0
user_576,Standard,1,1,0,17.99,0,0,0
user_577,Standard,1,1,0,17.99,1,0,0
user_578,Standard,1,1,0,17.99,1,0,0
user_579,Standard,1,1,0,17.99,0,0,0
